personne_code	document_code	anchor	occurrence	role_code
beauchamp	merveilles17_imp_pie-guignard1668	pers239	M. Beauchamp	acteur
beauchamp	merveilles17_imp_pie-guignard1668	pers239	M. Beauchamp	danseur
d_heureux	merveilles17_imp_pie-guignard1668	pers240	Messieurs d’Heureux	danseur
raynal	merveilles17_imp_pie-guignard1668	pers241	Raynal	danseur
du_pron	merveilles17_imp_pie-guignard1668	pers242	du Pron	danseur
desbrosses	merveilles17_imp_pie-guignard1668	pers243	Desbrosses	danseur
la_marre	merveilles17_imp_pie-guignard1668	pers244	Messieurs, la Marre	danseur
le_chantre	merveilles17_imp_pie-guignard1668	pers245	le Chantre	danseur
de_gan	merveilles17_imp_pie-guignard1668	pers246	de Gan	
mercier	merveilles17_imp_pie-guignard1668	pers247	Mercier	danseur
louisxiv	merveilles17_imp_pie-guignard1668	pers248	Roy	
louisxiv	merveilles17_imp_pie-guignard1668	pers249	Sa Majesté	commanditaire
louisxiv	merveilles17_imp_pie-guignard1668	pers250	Le Roy	
saint_aignan	merveilles17_imp_pie-guignard1668	pers251	Les Ducs de S.Aignan	participant
anne_de_noailles	merveilles17_imp_pie-guignard1668	pers252	de Noailles	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers253	Roy	participant
marie_therese	merveilles17_imp_pie-guignard1668	pers254	la Reyne	
louisxiv	merveilles17_imp_pie-guignard1668	pers255	le Roy	
armand_du_cambout	merveilles17_imp_pie-guignard1668	pers256	le Marquis de Coaslin	participant
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers257	le Marquis de Soyecourt	participant
saint_aignan	merveilles17_imp_pie-guignard1668	pers258	le Duc de S. Aignan	
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers259	le Marquis de Soyecourt	
antoine_iii_de_gramont	merveilles17_imp_pie-guignard1668	pers260	le Maréchal Duc de Grãmont	
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers261	ce Marquis	
louisxiv	merveilles17_imp_pie-guignard1668	pers262	Le Roy	
louisxiv	merveilles17_imp_pie-guignard1668	pers263	Sa Majesté	commanditaire
moliere	merveilles17_imp_pie-guignard1668	pers264	le Sr. de Moliere	auteur
saint_aignan	merveilles17_imp_pie-guignard1668	pers265	le Duc	participant
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers266	ce Marquis	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers267	le Roy	
saint_aignan	merveilles17_imp_pie-guignard1668	pers268	Le Duc de S. Aignan	auteur
cm_de_belleforiere	merveilles17_imp_pie-guignard1668	pers269	Soyecourt	
louisxiv	merveilles17_imp_pie-guignard1668	pers270	le Roy	commanditaire
marie_therese	merveilles17_imp_pie-guignard1668	pers271	les Reynes	participant
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers272	les Reynes	participant
philippe_orleans	merveilles17_imp_pie-guignard1668	pers273	Monsieur	participant
henriette_anne_angleterre	merveilles17_imp_pie-guignard1668	pers274	Madame	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers275	S M	
marie_therese	merveilles17_imp_pie-guignard1668	pers276	la Reyne	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers277	Le Roy	
louisxiv	merveilles17_imp_pie-guignard1668	pers278	Sa Majesté	
saint_aignan	merveilles17_imp_pie-guignard1668	pers279	Duc de S. Aignan	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers280	Sa Majesté	commanditaire
moliere	merveilles17_imp_pie-guignard1668	pers281	le Sieur de Moliere	auteur
louisxiv	merveilles17_imp_pie-guignard1668	pers282	le Roy	
moliere	merveilles17_imp_pie-guignard1668	pers283	l’Autheur	auteur
louisxiv	merveilles17_imp_pie-guignard1668	pers284	le Roy	commanditaire
louisxiv	merveilles17_imp_pie-guignard1668	pers285	Sa Majesté	participant
saint_aignan	merveilles17_imp_pie-guignard1668	pers286	Duc de S. Aignan	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers287	sa Majesté	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers288	Roy	participant
louisxiv	merveilles17_imp_pie-guignard1668	pers289	Sa Majesté	participant
moliere	merveilles17_imp_pie-guignard1668	pers290	Sr. de Moliere	auteur
louisxiv	merveilles17_imp_pie-guignard1668	pers291	le Roy	
colbert	merveilles17_imp_pie-guignard1668	pers292	Mr. Colbert	organisation
saint_aignan	merveilles17_imp_pie-guignard1668	pers293	le Duc de S. Aignan	auteur
perigny	merveilles17_imp_pie-guignard1668	pers294	President de Perigny	auteur
marie_therese	merveilles17_imp_pie-guignard1668	pers295	des Reynes	destinataire
anne_d_autriche	merveilles17_imp_pie-guignard1668	pers296	des Reynes	destinataire
benserade	merveilles17_imp_pie-guignard1668	pers297	Mr. de Bẽsserade	auteur
bontemps	merveilles17_imp_pie-guignard1668	pers298	Mr. Bontemps	organisation
de_launay	merveilles17_imp_pie-guignard1668	pers299	Mr de Launay	organisation
louisxiv	merveilles17_imp_pie-guignard1668	pers300	Roy	
louisxiv	merveilles17_imp_pie-guignard1668	pers301	sa Majesté	
benserade	merveilles17_imp_pie-ir1673	author1	Benserade, Isaac de (1613-1691)	auteur
moliere	merveilles17_imp_pie-ir1673	author2	Molière, Poquelin Jean-Baptiste, dit (1622-1673)	auteur
chauveau	merveilles17_imp_pie-ir1673	author3	Chauveau, François (1613-1676)	auteur
lepautre	merveilles17_imp_pie-ir1673	author4	Lepautre, Jean (1618-1682)	auteur
isilvestre	merveilles17_imp_pie-ir1673	author5	Silvestre, Israël (1621-1691).	auteur
sebastien_mabre_cramoisy	merveilles17_imp_pie-ir1673	editor	Imprimerie royale	imprimeur
chauveau	merveilles17_imp_pie-ir1673	pers1	F. Chauueau	auteur
louisxiv	merveilles17_imp_pie-ir1673	pers2	LE ROY	commanditaire
marie_therese	merveilles17_imp_pie-ir1673	pers3	aux Reines	destinataire
anne_d_autriche	merveilles17_imp_pie-ir1673	pers4	aux Reines	destinataire
louisxiv	merveilles17_imp_pie-ir1673	pers5	le Roy	organisation
louisxiv	merveilles17_imp_pie-ir1673	pers6	Sa Majesté	
louisxiv	merveilles17_imp_pie-ir1673	pers7	Roy	
vigarani	merveilles17_imp_pie-ir1673	pers8	Monsieur de Vigarani	organisation
louisxiv	merveilles17_imp_pie-ir1673	pers9	le Roy	commanditaire
saint_aignan	merveilles17_imp_pie-ir1673	pers10	Duc de Saint Aignan	auteur
arioste	merveilles17_imp_pie-ir1673	pers11	l’Arioste	
desbardins	merveilles17_imp_pie-ir1673	pers12	M. des Bardins	participant
louisxiv	merveilles17_imp_pie-ir1673	pers13	Roy	
artagnan	merveilles17_imp_pie-ir1673	pers14	M. d’Artagnan	participant
louisxiv	merveilles17_imp_pie-ir1673	pers15	Sa Majesté	
louisxiv	merveilles17_imp_pie-ir1673	pers16	Sa Majesté	
perigny	merveilles17_imp_pie-ir1673	pers17	Président de Perigny	auteur
saint_aignan	merveilles17_imp_pie-ir1673	pers18	Ducs de S. Aignan	
anne_de_noailles	merveilles17_imp_pie-ir1673	pers19	de Noailles	
saint_aignan	merveilles17_imp_pie-ir1673	pers20	Duc de S. Aignan	
anne_de_noailles	merveilles17_imp_pie-ir1673	pers21	Duc de Noailles	
saint_aignan	merveilles17_imp_pie-ir1673	pers22	duc de S. Aignan	participant
saint_aignan	merveilles17_imp_pie-ir1673	pers23	Duc de Saint Aignan	participant
louisxiv	merveilles17_imp_pie-ir1673	pers24	LE ROY	participant
louisxiv	merveilles17_imp_pie-ir1673	pers25	Sa Majesté	participant
louisxiv	merveilles17_imp_pie-ir1673	pers26	LE ROY	participant
anne_de_noailles	merveilles17_imp_pie-ir1673	pers27	Duc de Noailles	participant
louisxiv	merveilles17_imp_pie-ir1673	pers28	Roy	
anne_de_noailles	merveilles17_imp_pie-ir1673	pers29	Duc de Noailles	participant
henri_ii_de_guise	merveilles17_imp_pie-ir1673	pers30	Duc de Guise	participant
henri_de_lorraine	merveilles17_imp_pie-ir1673	pers31	Comte d’Armagnac	participant
henri_ii_de_guise	merveilles17_imp_pie-ir1673	pers32	Duc de Guise	participant
henri_de_lorraine	merveilles17_imp_pie-ir1673	pers33	Comte d’Armagnac	participant
jb_gaston_foix_candale	merveilles17_imp_pie-ir1673	pers34	Ducs de Foix	participant
armand_du_cambout	merveilles17_imp_pie-ir1673	pers35	de Coaslin	participant
jb_gaston_foix_candale	merveilles17_imp_pie-ir1673	pers36	Duc de Foix	participant
armand_du_cambout	merveilles17_imp_pie-ir1673	pers37	Duc de Coaslin	participant
henri_de_daillon	merveilles17_imp_pie-ir1673	pers38	Comte du Lude	participant
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-ir1673	pers39	Prince de Marsillac	participant
henri_de_daillon	merveilles17_imp_pie-ir1673	pers40	Comte de Lude	participant
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-ir1673	pers41	Prince de Marsillac	participant
louis_marie_aumont_rochebaron	merveilles17_imp_pie-ir1673	pers42	Marquis de Villequier	participant
cm_de_belleforiere	merveilles17_imp_pie-ir1673	pers43	de Soyecourt	participant
louis_marie_aumont_rochebaron	merveilles17_imp_pie-ir1673	pers44	Marquis de Villequier	participant
cm_de_belleforiere	merveilles17_imp_pie-ir1673	pers45	Marquis de Soyecourt	participant
louis_crevant	merveilles17_imp_pie-ir1673	pers46	Marquis d’Humiéres	participant
jf_de_labaume	merveilles17_imp_pie-ir1673	pers47	de la Valliére	participant
louis_crevant	merveilles17_imp_pie-ir1673	pers48	Marquis d’Humieres	participant
jf_de_labaume	merveilles17_imp_pie-ir1673	pers49	Marquis de la Valliere	participant
hj_bourbon_conde	merveilles17_imp_pie-ir1673	pers50	Monsieur le Duc	participant
hj_bourbon_conde	merveilles17_imp_pie-ir1673	pers51	Duc	participant
millet	merveilles17_imp_pie-ir1673	pers52	sieur Millet	acteur
hj_bourbon_conde	merveilles17_imp_pie-ir1673	pers53	Monsieur le Duc	
henri_ii_de_guise	merveilles17_imp_pie-ir1673	pers54	Duc de Guise	participant
henri_de_lorraine	merveilles17_imp_pie-ir1673	pers55	Comte d’Armagnac	participant
jb_gaston_foix_candale	merveilles17_imp_pie-ir1673	pers56	Duc de Foix	participant
armand_du_cambout	merveilles17_imp_pie-ir1673	pers57	duc de Coaslin	participant
henri_de_daillon	merveilles17_imp_pie-ir1673	pers58	Comte du Lude	participant
francois_vii_de_la_rochefoucauld	merveilles17_imp_pie-ir1673	pers59	Prince de Marsillac	participant
louis_marie_aumont_rochebaron	merveilles17_imp_pie-ir1673	pers60	Marquis de Villequier	participant
cm_de_belleforiere	merveilles17_imp_pie-ir1673	pers61	Marquis de Soyecourt	participant
louis_crevant	merveilles17_imp_pie-ir1673	pers62	Marquis d’Humiéres	participant
jf_de_labaume	merveilles17_imp_pie-ir1673	pers63	Marquis de la Valliére	participant
hj_bourbon_conde	merveilles17_imp_pie-ir1673	pers64	Monsieur le DUC	participant
marie_therese	merveilles17_imp_pie-ir1673	pers65	les Reines	spectateur
anne_d_autriche	merveilles17_imp_pie-ir1673	pers66	les Reines	spectateur
louisxiv	merveilles17_imp_pie-ir1673	pers67	Le Roy	participant
hj_bourbon_conde	merveilles17_imp_pie-ir1673	pers68	Monsieur le Duc	participant
louisxiv	merveilles17_imp_pie-ir1673	pers69	Sa Majesté	
saint_aignan	merveilles17_imp_pie-ir1673	pers70	Les Ducs de Saint Aignan	participant
anne_de_noailles	merveilles17_imp_pie-ir1673	pers71	de Noailles	participant
mlle_de_brie	merveilles17_imp_pie-ir1673	pers72	Madelle de Brie	acteur
marie_therese	merveilles17_imp_pie-ir1673	pers73	la Reine	destinataire
marie_therese	merveilles17_imp_pie-ir1673	pers74	Reine	
louisxiv	merveilles17_imp_pie-ir1673	pers75	Roy	
louisxiv	merveilles17_imp_pie-ir1673	pers76	le Roy	participant
henri_ii_de_guise	merveilles17_imp_pie-ir1673	pers77	Duc de Guise	participant
cm_de_belleforiere	merveilles17_imp_pie-ir1673	pers78	Marquis de Soyecourt	participant
jf_de_labaume	merveilles17_imp_pie-ir1673	pers79	de la Valliére	participant
anne_d_autriche	merveilles17_imp_pie-ir1673	pers80	Reine Mere	
louisxiv	merveilles17_imp_pie-ir1673	pers81	leurs Majestez	convive
marie_therese	merveilles17_imp_pie-ir1673	pers82	leurs Majestez	convive
anne_d_autriche	merveilles17_imp_pie-ir1673	pers83	leurs Majestez	convive
therese_duparc	merveilles17_imp_pie-ir1673	pers84	Madelle du Parc	acteur
gros_rene	merveilles17_imp_pie-ir1673	pers85	Sieur du Parc	acteur
la_thorilliere	merveilles17_imp_pie-ir1673	pers86	Sieur de la Thorilliére	acteur
louis_bejart	merveilles17_imp_pie-ir1673	pers87	Sieur Béjard	acteur
marie_therese	merveilles17_imp_pie-ir1673	pers88	la Reine	spectateur
marie_therese	merveilles17_imp_pie-ir1673	pers89	REINE	destinataire
marie_therese	merveilles17_imp_pie-ir1673	pers90	REINE	destinataire
marie_therese	merveilles17_imp_pie-ir1673	pers91	Princesse	
marie_therese	merveilles17_imp_pie-ir1673	pers92	REINE	destinataire
marie_therese	merveilles17_imp_pie-ir1673	pers93	LA REINE	destinataire
marche_coquet	merveilles17_imp_pie-ir1673	pers94	Messieurs de la Marche	participant
parfait_pere	merveilles17_imp_pie-ir1673	pers95	Parfait Pere	participant
parfait_frere	merveilles17_imp_pie-ir1673	pers96	Frere	participant
parfait_fils	merveilles17_imp_pie-ir1673	pers97	Fils	participant
louisxiv	merveilles17_imp_pie-ir1673	pers98	Leurs Majestez	convive
marie_therese	merveilles17_imp_pie-ir1673	pers99	Leurs Majestez	convive
anne_d_autriche	merveilles17_imp_pie-ir1673	pers100	Leurs Majestez	convive
anne_d_autriche	merveilles17_imp_pie-ir1673	pers101	La Reine Mere	convive
louisxiv	merveilles17_imp_pie-ir1673	pers102	LE ROY	convive
elisabeth_orleans_alencon	merveilles17_imp_pie-ir1673	pers103	Mademoiselle d’Alençon	convive
maille_breze_conde	merveilles17_imp_pie-ir1673	pers104	Madame la Princesse	convive
marie_lorraine_elbeuf	merveilles17_imp_pie-ir1673	pers105	Mademoiselle d’Elbeuf	convive
beauvilliers_bethune	merveilles17_imp_pie-ir1673	pers106	Madame de Bethune	convive
lansac_crequi	merveilles17_imp_pie-ir1673	pers107	Madame la Duchesse de Crequy	convive
philippe_orleans	merveilles17_imp_pie-ir1673	pers108	Monsieur	convive
servien_saint_aignan	merveilles17_imp_pie-ir1673	pers109	Madame la Duchesse de Saint Aignan	convive
charron_du_plessis	merveilles17_imp_pie-ir1673	pers110	Madame la Maréchalle du Plessis	convive
choiseul_etampes	merveilles17_imp_pie-ir1673	pers111	Madame la Maréchalle d’Estampes	convive
gourdon	merveilles17_imp_pie-ir1673	pers112	Madame de Gourdon	convive
madame_montespan	merveilles17_imp_pie-ir1673	pers113	Madame de Montespan	convive
chatre_humieres	merveilles17_imp_pie-ir1673	pers114	Madame d’Humiéres	convive
marie_brancas	merveilles17_imp_pie-ir1673	pers115	Mademoiselle de Brancas	convive
marguerite_cambout_armagnac	merveilles17_imp_pie-ir1673	pers116	Madame d’Armagnac	convive
olympe_mancini_soissons	merveilles17_imp_pie-ir1673	pers117	Madame la Comtesse de Soissons	convive
louise_savoie_bade	merveilles17_imp_pie-ir1673	pers118	Madame la Princesse de Bade	convive
louise_rouxel_grancey	merveilles17_imp_pie-ir1673	pers119	Mademoiselle de Grançay	convive
marie_therese	merveilles17_imp_pie-ir1673	pers120	LA REINE	convive
marie_bourbon_carignan	merveilles17_imp_pie-ir1673	pers121	Madame de Carignan	convive
marie_bauffremont_fleix	merveilles17_imp_pie-ir1673	pers122	Madame de Flaix	convive
madeleine_charlotte_albert_ailly	merveilles17_imp_pie-ir1673	pers123	Madame la Duchesse de Foix	convive
mme_de_brancas	merveilles17_imp_pie-ir1673	pers124	Madame de Brancas	convive
angelique_baudean_froulay	merveilles17_imp_pie-ir1673	pers125	Madame de Froulay	convive
baudean_parabere_navailles	merveilles17_imp_pie-ir1673	pers126	Madame la Duchesse de Navailles	convive
mlle_d_ardennes	merveilles17_imp_pie-ir1673	pers127	Mademoiselle d’Ardennes	convive
mlle_de_cologon	merveilles17_imp_pie-ir1673	pers128	Mademoiselle de Cologon	convive
mme_de_crussol	merveilles17_imp_pie-ir1673	pers129	Madame de Crussol	convive
julie_montausier	merveilles17_imp_pie-ir1673	pers130	Madame de Montauzier	convive
henriette_anne_angleterre	merveilles17_imp_pie-ir1673	pers131	Madame	convive
benedicte_henriette_palatinat	merveilles17_imp_pie-ir1673	pers132	Madame la Princesse Benedicte	convive
anne_baviere_conde	merveilles17_imp_pie-ir1673	pers133	Madame la Duchesse	convive
diane_budos_rouvroy	merveilles17_imp_pie-ir1673	pers134	Madame de Rouvroy	convive
anne_de_la_mothe_houdancourt	merveilles17_imp_pie-ir1673	pers135	Mademoiselle de la Mothe	convive
mme_de_marse	merveilles17_imp_pie-ir1673	pers136	Madame de Marsé	convive
louise_la_valliere	merveilles17_imp_pie-ir1673	pers137	Mademoiselle de la Valliére	convive
madeleine_du_guast_d_artigny	merveilles17_imp_pie-ir1673	pers138	Mademoiselle d’Artigny	convive
mlle_du_bellay	merveilles17_imp_pie-ir1673	pers139	Mademoiselle du Bellay	convive
mlle_de_dampierre	merveilles17_imp_pie-ir1673	pers140	Mademoiselle de Dampierre	convive
mlle_de_fiennes	merveilles17_imp_pie-ir1673	pers141	Mademoiselle de Fiennes	convive
louisxiv	merveilles17_imp_pie-ir1673	pers142	leurs Majestez	
marie_therese	merveilles17_imp_pie-ir1673	pers143	leurs Majestez	
anne_d_autriche	merveilles17_imp_pie-ir1673	pers144	leurs Majestez	
louisxiv	merveilles17_imp_pie-ir1673	pers145	Leurs Majestez	
marie_therese	merveilles17_imp_pie-ir1673	pers146	Leurs Majestez	
anne_d_autriche	merveilles17_imp_pie-ir1673	pers147	Leurs Majestez	
marie_therese	merveilles17_imp_pie-ir1673	pers148	la Reine	destinataire
louisxiv	merveilles17_imp_pie-ir1673	pers149	Sa Majesté	spectateur
louisxiv	merveilles17_imp_pie-ir1673	pers150	Le Roy	organisation
hilaire_dupuis	merveilles17_imp_pie-ir1673	pers151	Mademoiselle Hilaire	acteur
moliere	merveilles17_imp_pie-ir1673	pers152	Sieur de Moliére	acteur
estival	merveilles17_imp_pie-ir1673	pers153	Sieurs Estival	chanteur
louis_don	merveilles17_imp_pie-ir1673	pers154	Don	chanteur
simon_blondel	merveilles17_imp_pie-ir1673	pers155	Blondel	chanteur
paysan	merveilles17_imp_pie-ir1673	pers156	Paysan	danseur
chicanneau	merveilles17_imp_pie-ir1673	pers157	Chicanneau	danseur
noblet	merveilles17_imp_pie-ir1673	pers158	Noblet	danseur
pesan	merveilles17_imp_pie-ir1673	pers159	Pesan	danseur
bonard	merveilles17_imp_pie-ir1673	pers160	Bonard	danseur
la_pierre	merveilles17_imp_pie-ir1673	pers161	la Pierre	danseur
armande_bejart	merveilles17_imp_pie-ir1673	pers162	Mademoiselle de Moliére	acteur
therese_duparc	merveilles17_imp_pie-ir1673	pers163	Mademoiselle du Parc	acteur
mlle_de_brie	merveilles17_imp_pie-ir1673	pers164	Mademoiselle de Brie	acteur
madeleine_bejart	merveilles17_imp_pie-ir1673	pers165	Mademoiselle Béjar	acteur
andre_hubert	merveilles17_imp_pie-ir1673	pers166	Le Sieur Hubert	acteur
la_grange	merveilles17_imp_pie-ir1673	pers167	Le Sieur de la Grange	acteur
du_croisy	merveilles17_imp_pie-ir1673	pers168	Le Sieur du Croisy	acteur
louis_bejart	merveilles17_imp_pie-ir1673	pers169	Le Sieur Bejart	acteur
la_thorilliere	merveilles17_imp_pie-ir1673	pers170	Le Sieur de la Thorilliére	acteur
moliere	merveilles17_imp_pie-ir1673	pers171	Le Sieur de Moliére	acteur
marin_prevost	merveilles17_imp_pie-ir1673	pers172	Le Sieur Prevost	acteur
moliere	merveilles17_imp_pie-ir1673	pers173	Sieur de Moliére	acteur
chicanneau	merveilles17_imp_pie-ir1673	pers174	Sieurs Chicanneau	danseur
balthazar	merveilles17_imp_pie-ir1673	pers175	Baltazard	danseur
noblet	merveilles17_imp_pie-ir1673	pers176	Noblet	danseur
bonard	merveilles17_imp_pie-ir1673	pers177	Bonard	danseur
manceau	merveilles17_imp_pie-ir1673	pers178	Manceau	danseur
magny	merveilles17_imp_pie-ir1673	pers179	Magny	danseur
la_pierre	merveilles17_imp_pie-ir1673	pers180	la Pierre	danseur
moliere	merveilles17_imp_pie-ir1673	pers181	l’Autheur	auteur
louisxiv	merveilles17_imp_pie-ir1673	pers182	Roy	commanditaire
le_gros	merveilles17_imp_pie-ir1673	pers183	Sieurs le Gros	chanteur
le_gros	merveilles17_imp_pie-ir1673	pers183	Sieurs le Gros	danseur
estival	merveilles17_imp_pie-ir1673	pers184	Estival	chanteur
estival	merveilles17_imp_pie-ir1673	pers184	Estival	danseur
louis_don	merveilles17_imp_pie-ir1673	pers185	Don	chanteur
louis_don	merveilles17_imp_pie-ir1673	pers185	Don	danseur
simon_blondel	merveilles17_imp_pie-ir1673	pers186	Blondel	chanteur
simon_blondel	merveilles17_imp_pie-ir1673	pers186	Blondel	danseur
mlle_de_la_barre	merveilles17_imp_pie-ir1673	pers187	Madelle de la Barre	chanteur
mlle_de_la_barre	merveilles17_imp_pie-ir1673	pers187	Madelle de la Barre	danseur
hilaire_dupuis	merveilles17_imp_pie-ir1673	pers188	Madelle Hilaire	chanteur
hilaire_dupuis	merveilles17_imp_pie-ir1673	pers188	Madelle Hilaire	danseur
d_anglebert	merveilles17_imp_pie-ir1673	pers189	sieurs Danglebert	musicien
richard	merveilles17_imp_pie-ir1673	pers190	Richard	musicien
leonard_itier	merveilles17_imp_pie-ir1673	pers191	Itier	musicien
joseph_chabanceau_la_barre	merveilles17_imp_pie-ir1673	pers192	La Barre le cadet	musicien
tissu	merveilles17_imp_pie-ir1673	pers193	Tissu	musicien
le_moine	merveilles17_imp_pie-ir1673	pers194	le Moine	musicien
chicanneau	merveilles17_imp_pie-ir1673	pers195	les Sieurs Chicanneau	danseur
du_pron	merveilles17_imp_pie-ir1673	pers196	du Pron	danseur
noblet	merveilles17_imp_pie-ir1673	pers197	Noblet	danseur
la_pierre	merveilles17_imp_pie-ir1673	pers198	la Pierre	danseur
balthazar	merveilles17_imp_pie-ir1673	pers199	les Sieurs Baltazard	danseur
magny	merveilles17_imp_pie-ir1673	pers200	Magny	danseur
arnald	merveilles17_imp_pie-ir1673	pers201	Arnald	danseur
bonard	merveilles17_imp_pie-ir1673	pers202	Bonard	danseur
louisxiv	merveilles17_imp_pie-ir1673	pers203	Leurs Majestez	spectateur
marie_therese	merveilles17_imp_pie-ir1673	pers204	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_pie-ir1673	pers205	Leurs Majestez	spectateur
anne_d_autriche	merveilles17_imp_pie-ir1673	pers206	Reine Mere	destinataire
anne_d_autriche	merveilles17_imp_pie-ir1673	pers207	Reine	
anne_d_autriche	merveilles17_imp_pie-ir1673	pers208	Reine	
louisxiv	merveilles17_imp_pie-ir1673	pers209	Fils	
louisxiv	merveilles17_imp_pie-ir1673	pers210	Fils glorieux	
louisxiv	merveilles17_imp_pie-ir1673	pers211	ce Fils reconnu pour le plus grand des Rois	
anne_d_autriche	merveilles17_imp_pie-ir1673	pers212	Mere	
anne_d_autriche	merveilles17_imp_pie-ir1673	pers213	Reine	
therese_duparc	merveilles17_imp_pie-ir1673	pers214	Mademoiselle du Parc	acteur
mlle_de_brie	merveilles17_imp_pie-ir1673	pers215	Mademoiselle de Brie	acteur
armande_bejart	merveilles17_imp_pie-ir1673	pers216	Mademoiselle Moliére	acteur
manceau	merveilles17_imp_pie-ir1673	pers217	Les sieurs Manceau	danseur
vagnard	merveilles17_imp_pie-ir1673	pers218	Vagnard	danseur
pesan	merveilles17_imp_pie-ir1673	pers219	Pesan	danseur
joubert	merveilles17_imp_pie-ir1673	pers220	Joubert	danseur
des_airs_fils1	merveilles17_imp_pie-ir1673	pers221	Les deux petits Des-Airs	danseur
des_airs_fils2	merveilles17_imp_pie-ir1673	pers222	Les deux petits Des-Airs	danseur
vagnard_fils	merveilles17_imp_pie-ir1673	pers223	le petit Vagnard	danseur
tutin_fils	merveilles17_imp_pie-ir1673	pers224	le petit Tutin	danseur
d_heureux	merveilles17_imp_pie-ir1673	pers225	Messieurs d’Heureux	danseur
beauchamp	merveilles17_imp_pie-ir1673	pers226	Beauchamp	danseur
mollier	merveilles17_imp_pie-ir1673	pers227	Molier	danseur
la_marre	merveilles17_imp_pie-ir1673	pers228	La Marre	danseur
le_chantre	merveilles17_imp_pie-ir1673	pers229	Les sieurs le Chantre	danseur
de_gan	merveilles17_imp_pie-ir1673	pers230	de Gan	danseur
du_pron	merveilles17_imp_pie-ir1673	pers231	Du Pron	danseur
mercier	merveilles17_imp_pie-ir1673	pers232	Mercier	danseur
souville	merveilles17_imp_pie-ir1673	pers233	Messieurs de Souville	danseur
raynal	merveilles17_imp_pie-ir1673	pers234	Raynal	danseur
des_airs_l_aine	merveilles17_imp_pie-ir1673	pers235	Des-Airs l’aisné	danseur
des_airs_le_second	merveilles17_imp_pie-ir1673	pers236	Des-Airs le second	danseur
de_lorges	merveilles17_imp_pie-ir1673	pers237	de Lorge	danseur
balthazar	merveilles17_imp_pie-ir1673	pers238	Balthasard	danseur
chicanneau	merveilles17_imp_pie-ir1673	pers239	Les sieurs Chicanneau	danseur
noblet	merveilles17_imp_pie-ir1673	pers240	Noblet	danseur
arnald	merveilles17_imp_pie-ir1673	pers241	Arnald	danseur
desbrosses	merveilles17_imp_pie-ir1673	pers242	Desbrosses	danseur
desonnets	merveilles17_imp_pie-ir1673	pers243	Desonets	danseur
la_pierre	merveilles17_imp_pie-ir1673	pers244	la Pierre	danseur
saint_andre	merveilles17_imp_pie-ir1673	pers245	Les sieurs Saint-André	danseur
magny	merveilles17_imp_pie-ir1673	pers246	Magny	danseur
tutin	merveilles17_imp_pie-ir1673	pers247	Les sieurs Tutin	danseur
la_brodiere	merveilles17_imp_pie-ir1673	pers248	La Brodiére	danseur
pesan	merveilles17_imp_pie-ir1673	pers249	Pesan	danseur
bureau	merveilles17_imp_pie-ir1673	pers250	Bureau	danseur
therese_duparc	merveilles17_imp_pie-ir1673	pers251	Mademoiselle du Parc	danseur
de_lorges	merveilles17_imp_pie-ir1673	pers252	M. de Lorge	danseur
beauchamp	merveilles17_imp_pie-ir1673	pers253	M. Beauchamp	danseur
d_heureux	merveilles17_imp_pie-ir1673	pers254	Messieurs d’Heureux	danseur
raynal	merveilles17_imp_pie-ir1673	pers255	Raynal	danseur
du_pron	merveilles17_imp_pie-ir1673	pers256	du Pron	danseur
desbrosses	merveilles17_imp_pie-ir1673	pers257	Desbrosses	danseur
la_marre	merveilles17_imp_pie-ir1673	pers258	Messieurs la Marre	danseur
le_chantre	merveilles17_imp_pie-ir1673	pers259	le Chantre	danseur
de_gan	merveilles17_imp_pie-ir1673	pers260	De Gan	danseur
mercier	merveilles17_imp_pie-ir1673	pers261	Mercier	danseur
louisxiv	merveilles17_imp_pie-ir1673	pers262	Roy	
louisxiv	merveilles17_imp_pie-ir1673	pers263	Sa Majesté	organisation
louisxiv	merveilles17_imp_pie-ir1673	pers264	le Roy	participant
saint_aignan	merveilles17_imp_pie-ir1673	pers265	les Ducs de Saint Aignan	participant
anne_de_noailles	merveilles17_imp_pie-ir1673	pers266	de Noailles	participant
louisxiv	merveilles17_imp_pie-ir1673	pers267	Roy	participant
marie_therese	merveilles17_imp_pie-ir1673	pers268	la Reine	
louisxiv	merveilles17_imp_pie-ir1673	pers269	le Roy	participant
armand_du_cambout	merveilles17_imp_pie-ir1673	pers270	le Marquis de Coaslin	participant
